match_id,date_utc,home_team,away_team,home_score,away_score,actual_score,actual_1x2,pick,correct_1x2,top_score_1,exact_score_hit,actual_score_top10_prob,actual_over25,pred_over25_prob,over25_pick,over25_hit,actual_btts,pred_btts_prob,btts_pick,btts_hit,final_p_home,final_p_draw,final_p_away,log_loss_1x2,brier_1x2
WC2026-002,2026-06-12T02:00:00+00:00,South Korea,Czechia,1,1,1-1,DRAW,HOME,0,1-1,1,0.1355264888533816,0,0.4744243279235636,0,1,1,0.5245335912876377,1,1,0.4682142299968051,0.2801305607702,0.2516552092329949,1.2724994960265714,0.8007669190426302
